競馬場	開催年	開催日	レース番号	芝ダ区分	距離	馬番	馬名	単勝オッズ	人気順	確定着順	予測順位	予測スコア	複勝1着馬番	複勝1着オッズ	複勝1着人気	複勝2着馬番	複勝2着オッズ	複勝2着人気	複勝3着馬番	複勝3着オッズ	複勝3着人気	馬連馬番1	馬連馬番2	馬連オッズ	ワイド1_2馬番1	ワイド1_2馬番2	ワイド2_3着馬番1	ワイド2_3着馬番2	ワイド1_3着馬番1	ワイド1_3着馬番2	ワイド1_2オッズ	ワイド2_3オッズ	ワイド1_3オッズ	馬単馬番1	馬単馬番2	馬単オッズ	３連複オッズ
東京	2023	204	8	ダート	1600	8	ヴォルスパシアル　　　　　　　　　　	249.1	15	16	12	0.4924825051621816	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	9	タイセイマーベル　　　　　　　　　　	3.6	2	6	3	0.5030858618852385	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	10	ヤマニンクイッカー　　　　　　　　　	18.1	8	2	7	0.4985298486619824	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	11	ロードブライト　　　　　　　　　　　	169.4	12	4	15	0.4905511134825806	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	12	スペイスフォース　　　　　　　　　　	16.1	6	9	5	0.5002674879536944	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	13	ホワイトクロウ　　　　　　　　　　　	9.9	4	3	6	0.4988472840073643	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	14	ベストフィーリング　　　　　　　　　	5.3	3	1	2	0.5040002982562714	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	15	サトノストロング　　　　　　　　　　	16.9	7	15	8	0.495415833068199	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	16	カンパニョーラ　　　　　　　　　　　	54.8	10	8	11	0.492914574886559	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	12	ダート	1600	1	ララエフォール　　　　　　　　　　　	3.4	2	4	4	0.5016942622948733	9	1.7	2	2	5.5	9	6	2.6	3	2	9	57.7	2	9	6	9	2	6	16.2	5.1	25.6	9	2	79.9	118.1
